v1	Ib(Q1)	Ic(Q1)
Step Information: I1=100µ  (Run: 1/10)
5.300000000000002e-01	4.000000e-04	6.546051e-02
5.400000000000003e-01	4.000000e-04	6.546708e-02
5.500000000000003e-01	4.000000e-04	6.547365e-02
5.600000000000003e-01	4.000000e-04	6.548021e-02
5.700000000000003e-01	4.000000e-04	6.548677e-02
5.800000000000003e-01	4.000000e-04	6.549334e-02
5.900000000000003e-01	4.000000e-04	6.549989e-02
6.000000000000003e-01	4.000000e-04	6.550646e-02
6.100000000000003e-01	4.000000e-04	6.551302e-02
6.200000000000003e-01	4.000000e-04	6.551959e-02
6.300000000000003e-01	4.000000e-04	6.552614e-02
6.400000000000003e-01	4.000000e-04	6.553271e-02
6.500000000000004e-01	4.000000e-04	6.553927e-02
6.600000000000004e-01	4.000000e-04	6.554583e-02
6.700000000000004e-01	4.000000e-04	6.555239e-02
6.800000000000004e-01	4.000000e-04	6.555896e-02
6.900000000000004e-01	4.000000e-04	6.556552e-02
7.000000000000004e-01	4.000000e-04	6.557208e-02
7.100000000000004e-01	4.000000e-04	6.557864e-02
7.200000000000004e-01	4.000000e-04	6.558520e-02
7.300000000000004e-01	4.000000e-04	6.559176e-02
7.400000000000004e-01	4.000000e-04	6.559832e-02
7.500000000000004e-01	4.000000e-04	6.560489e-02
7.600000000000005e-01	4.000000e-04	6.561144e-02
7.700000000000005e-01	4.000000e-04	6.561801e-02
7.800000000000005e-01	4.000000e-04	6.562457e-02
7.900000000000005e-01	4.000000e-04	6.563114e-02
8.000000000000005e-01	4.000000e-04	6.563769e-02
8.100000000000005e-01	4.000000e-04	6.564426e-02
8.200000000000005e-01	4.000000e-04	6.565082e-02
8.300000000000005e-01	4.000000e-04	6.565738e-02
8.400000000000005e-01	4.000000e-04	6.566394e-02
8.500000000000005e-01	4.000000e-04	6.567051e-02
8.600000000000005e-01	4.000000e-04	6.567706e-02
8.700000000000006e-01	4.000000e-04	6.568363e-02
8.800000000000006e-01	4.000000e-04	6.569019e-02
8.900000000000006e-01	4.000000e-04	6.569675e-02
9.000000000000006e-01	4.000000e-04	6.570331e-02
9.100000000000006e-01	4.000000e-04	6.570987e-02
9.200000000000006e-01	4.000000e-04	6.571644e-02
9.300000000000006e-01	4.000000e-04	6.572299e-02
9.400000000000006e-01	4.000000e-04	6.572956e-02
9.500000000000006e-01	4.000000e-04	6.573612e-02
9.600000000000006e-01	4.000000e-04	6.574268e-02
9.700000000000006e-01	4.000000e-04	6.574924e-02
9.800000000000006e-01	4.000000e-04	6.575581e-02
9.900000000000007e-01	4.000000e-04	6.576237e-02
1.000000000000001e+00	4.000000e-04	6.576893e-02
1.010000000000001e+00	4.000000e-04	6.577549e-02
1.020000000000001e+00	4.000000e-04	6.578206e-02
1.030000000000001e+00	4.000000e-04	6.578861e-02
1.040000000000001e+00	4.000000e-04	6.579518e-02
1.050000000000001e+00	4.000000e-04	6.580174e-02
1.060000000000001e+00	4.000000e-04	6.580830e-02
1.070000000000001e+00	4.000000e-04	6.581486e-02
1.080000000000001e+00	4.000000e-04	6.582142e-02
1.090000000000001e+00	4.000000e-04	6.582798e-02
1.100000000000001e+00	4.000000e-04	6.583454e-02
1.110000000000001e+00	4.000000e-04	6.584111e-02
1.120000000000001e+00	4.000000e-04	6.584767e-02
1.130000000000001e+00	4.000000e-04	6.585423e-02
1.140000000000001e+00	4.000000e-04	6.586079e-02
1.150000000000001e+00	4.000000e-04	6.586736e-02
1.160000000000001e+00	4.000000e-04	6.587391e-02
1.170000000000001e+00	4.000000e-04	6.588048e-02
1.180000000000001e+00	4.000000e-04	6.588704e-02
1.190000000000001e+00	4.000000e-04	6.589360e-02
1.200000000000001e+00	4.000000e-04	6.590016e-02
1.210000000000001e+00	4.000000e-04	6.590673e-02
1.220000000000001e+00	4.000000e-04	6.591329e-02
1.230000000000001e+00	4.000000e-04	6.591985e-02
1.240000000000001e+00	4.000000e-04	6.592641e-02
1.250000000000001e+00	4.000000e-04	6.593297e-02
1.260000000000001e+00	4.000000e-04	6.593953e-02
1.270000000000001e+00	4.000000e-04	6.594609e-02
1.280000000000001e+00	4.000000e-04	6.595266e-02
1.290000000000001e+00	4.000000e-04	6.595922e-02
1.300000000000001e+00	4.000000e-04	6.596578e-02
1.310000000000001e+00	4.000000e-04	6.597234e-02
1.320000000000001e+00	4.000000e-04	6.597891e-02
1.330000000000001e+00	4.000000e-04	6.598546e-02
1.340000000000001e+00	4.000000e-04	6.599203e-02
1.350000000000001e+00	4.000000e-04	6.599859e-02
1.360000000000001e+00	4.000000e-04	6.600515e-02
1.370000000000001e+00	4.000000e-04	6.601171e-02
1.380000000000001e+00	4.000000e-04	6.601828e-02
1.390000000000001e+00	4.000000e-04	6.602483e-02
1.400000000000001e+00	4.000000e-04	6.603140e-02
1.410000000000001e+00	4.000000e-04	6.603796e-02
1.420000000000001e+00	4.000000e-04	6.604452e-02
1.430000000000001e+00	4.000000e-04	6.605108e-02
1.440000000000001e+00	4.000000e-04	6.605764e-02
1.450000000000001e+00	4.000000e-04	6.606421e-02
1.460000000000001e+00	4.000000e-04	6.607077e-02
1.470000000000001e+00	4.000000e-04	6.607733e-02
1.480000000000001e+00	4.000000e-04	6.608389e-02
1.490000000000001e+00	4.000000e-04	6.609045e-02
1.500000000000000e+00	4.000000e-04	6.609701e-02
Step Information: I1=500µ  (Run: 5/10)
0.000000000000000e+00	5.000000e-04	-4.845148e-04
1.000000000000000e-02	5.000000e-04	1.785449e-04
2.000000000000000e-02	5.000000e-04	1.106340e-03
3.000000000000000e-02	5.000000e-04	2.380145e-03
4.000000000000000e-02	5.000000e-04	4.087680e-03
5.000000000000000e-02	5.000000e-04	6.311932e-03
6.000000000000000e-02	5.000000e-04	9.116400e-03
7.000000000000001e-02	5.000000e-04	1.253089e-02
8.000000000000000e-02	5.000000e-04	1.654266e-02
9.000000000000000e-02	5.000000e-04	2.109552e-02
9.999999999999999e-02	5.000000e-04	2.609590e-02
1.100000000000000e-01	5.000000e-04	3.142253e-02
1.200000000000000e-01	5.000000e-04	3.693635e-02
1.300000000000000e-01	5.000000e-04	4.248907e-02
1.400000000000000e-01	5.000000e-04	4.793041e-02
1.500000000000000e-01	5.000000e-04	5.311504e-02
1.600000000000000e-01	5.000000e-04	5.791062e-02
1.700000000000000e-01	5.000000e-04	6.220744e-02
1.800000000000000e-01	5.000000e-04	6.592891e-02
1.900000000000000e-01	5.000000e-04	6.904006e-02
2.000000000000000e-01	5.000000e-04	7.155041e-02
2.100000000000000e-01	5.000000e-04	7.350881e-02
2.200000000000001e-01	5.000000e-04	7.499100e-02
2.300000000000001e-01	5.000000e-04	7.608441e-02
2.400000000000001e-01	5.000000e-04	7.687473e-02
2.500000000000001e-01	5.000000e-04	7.743734e-02
2.600000000000001e-01	5.000000e-04	7.783368e-02
2.700000000000001e-01	5.000000e-04	7.811115e-02
2.800000000000001e-01	5.000000e-04	7.830492e-02
2.900000000000001e-01	5.000000e-04	7.844040e-02
3.000000000000001e-01	5.000000e-04	7.853559e-02
3.100000000000001e-01	5.000000e-04	7.860310e-02
3.200000000000001e-01	5.000000e-04	7.865164e-02
3.300000000000001e-01	5.000000e-04	7.868721e-02
3.400000000000001e-01	5.000000e-04	7.871395e-02
3.500000000000001e-01	5.000000e-04	7.873467e-02
3.600000000000002e-01	5.000000e-04	7.875128e-02
3.700000000000002e-01	5.000000e-04	7.876512e-02
3.800000000000002e-01	5.000000e-04	7.877705e-02
3.900000000000002e-01	5.000000e-04	7.878769e-02
4.000000000000002e-01	5.000000e-04	7.879746e-02
4.100000000000002e-01	5.000000e-04	7.880663e-02
4.200000000000002e-01	5.000000e-04	7.881540e-02
4.300000000000002e-01	5.000000e-04	7.882389e-02
4.400000000000002e-01	5.000000e-04	7.883220e-02
4.500000000000002e-01	5.000000e-04	7.884038e-02
4.600000000000002e-01	5.000000e-04	7.884847e-02
4.700000000000003e-01	5.000000e-04	7.885651e-02
4.800000000000003e-01	5.000000e-04	7.886450e-02
4.900000000000003e-01	5.000000e-04	7.887247e-02
5.000000000000002e-01	5.000000e-04	7.888042e-02
5.100000000000002e-01	5.000000e-04	7.888836e-02
5.200000000000002e-01	5.000000e-04	7.889628e-02
5.300000000000002e-01	5.000000e-04	7.890420e-02
5.400000000000003e-01	5.000000e-04	7.891212e-02
5.500000000000003e-01	5.000000e-04	7.892004e-02
5.600000000000003e-01	5.000000e-04	7.892795e-02
5.700000000000003e-01	5.000000e-04	7.893586e-02
5.800000000000003e-01	5.000000e-04	7.894377e-02
5.900000000000003e-01	5.000000e-04	7.895169e-02
6.000000000000003e-01	5.000000e-04	7.895960e-02
6.100000000000003e-01	5.000000e-04	7.896750e-02
6.200000000000003e-01	5.000000e-04	7.897542e-02
6.300000000000003e-01	5.000000e-04	7.898333e-02
6.400000000000003e-01	5.000000e-04	7.899123e-02
6.500000000000004e-01	5.000000e-04	7.899915e-02
6.600000000000004e-01	5.000000e-04	7.900706e-02
6.700000000000004e-01	5.000000e-04	7.901496e-02
6.800000000000004e-01	5.000000e-04	7.902288e-02
6.900000000000004e-01	5.000000e-04	7.903079e-02
7.000000000000004e-01	5.000000e-04	7.903869e-02
7.100000000000004e-01	5.000000e-04	7.904661e-02
7.200000000000004e-01	5.000000e-04	7.905451e-02
7.300000000000004e-01	5.000000e-04	7.906242e-02
7.400000000000004e-01	5.000000e-04	7.907034e-02
7.500000000000004e-01	5.000000e-04	7.907824e-02
7.600000000000005e-01	5.000000e-04	7.908615e-02
7.700000000000005e-01	5.000000e-04	7.909407e-02
7.800000000000005e-01	5.000000e-04	7.910197e-02
7.900000000000005e-01	5.000000e-04	7.910988e-02
8.000000000000005e-01	5.000000e-04	7.911779e-02
8.100000000000005e-01	5.000000e-04	7.912570e-02
8.200000000000005e-01	5.000000e-04	7.913361e-02
8.300000000000005e-01	5.000000e-04	7.914152e-02
8.400000000000005e-01	5.000000e-04	7.914943e-02
8.500000000000005e-01	5.000000e-04	7.915734e-02
8.600000000000005e-01	5.000000e-04	7.916525e-02
8.700000000000006e-01	5.000000e-04	7.917316e-02
8.800000000000006e-01	5.000000e-04	7.918108e-02
8.900000000000006e-01	5.000000e-04	7.918898e-02
9.000000000000006e-01	5.000000e-04	7.919689e-02
9.100000000000006e-01	5.000000e-04	7.920480e-02
9.200000000000006e-01	5.000000e-04	7.921271e-02
9.300000000000006e-01	5.000000e-04	7.922062e-02
9.400000000000006e-01	5.000000e-04	7.922853e-02
9.500000000000006e-01	5.000000e-04	7.923644e-02
9.600000000000006e-01	5.000000e-04	7.924435e-02
9.700000000000006e-01	5.000000e-04	7.925226e-02
9.800000000000006e-01	5.000000e-04	7.926017e-02
9.900000000000007e-01	5.000000e-04	7.926808e-02
1.000000000000001e+00	5.000000e-04	7.927599e-02
1.010000000000001e+00	5.000000e-04	7.928390e-02
1.020000000000001e+00	5.000000e-04	7.929181e-02
1.030000000000001e+00	5.000000e-04	7.929972e-02
1.040000000000001e+00	5.000000e-04	7.930763e-02
1.050000000000001e+00	5.000000e-04	7.931554e-02
1.060000000000001e+00	5.000000e-04	7.932345e-02
1.070000000000001e+00	5.000000e-04	7.933135e-02
1.080000000000001e+00	5.000000e-04	7.933927e-02
1.090000000000001e+00	5.000000e-04	7.934718e-02
1.100000000000001e+00	5.000000e-04	7.935508e-02
1.110000000000001e+00	5.000000e-04	7.936300e-02
1.120000000000001e+00	5.000000e-04	7.937091e-02
1.130000000000001e+00	5.000000e-04	7.937881e-02
1.140000000000001e+00	5.000000e-04	7.938673e-02
1.150000000000001e+00	5.000000e-04	7.939463e-02
1.160000000000001e+00	5.000000e-04	7.940254e-02
1.170000000000001e+00	5.000000e-04	7.941046e-02
1.180000000000001e+00	5.000000e-04	7.941836e-02
1.190000000000001e+00	5.000000e-04	7.942627e-02
1.200000000000001e+00	5.000000e-04	7.943419e-02
1.210000000000001e+00	5.000000e-04	7.944209e-02
1.220000000000001e+00	5.000000e-04	7.945000e-02
1.230000000000001e+00	5.000000e-04	7.945792e-02
1.240000000000001e+00	5.000000e-04	7.946582e-02
1.250000000000001e+00	5.000000e-04	7.947373e-02
1.260000000000001e+00	5.000000e-04	7.948164e-02
1.270000000000001e+00	5.000000e-04	7.948955e-02
1.280000000000001e+00	5.000000e-04	7.949746e-02
1.290000000000001e+00	5.000000e-04	7.950537e-02
1.300000000000001e+00	5.000000e-04	7.951328e-02
1.310000000000001e+00	5.000000e-04	7.952119e-02
1.320000000000001e+00	5.000000e-04	7.952910e-02
1.330000000000001e+00	5.000000e-04	7.953701e-02
1.340000000000001e+00	5.000000e-04	7.954492e-02
1.350000000000001e+00	5.000000e-04	7.955283e-02
1.360000000000001e+00	5.000000e-04	7.956074e-02
1.370000000000001e+00	5.000000e-04	7.956865e-02
1.380000000000001e+00	5.000000e-04	7.957656e-02
1.390000000000001e+00	5.000000e-04	7.958447e-02
1.400000000000001e+00	5.000000e-04	7.959238e-02
1.410000000000001e+00	5.000000e-04	7.960029e-02
1.420000000000001e+00	5.000000e-04	7.960819e-02
1.430000000000001e+00	5.000000e-04	7.961611e-02
1.440000000000001e+00	5.000000e-04	7.962402e-02
1.450000000000001e+00	5.000000e-04	7.963192e-02
1.460000000000001e+00	5.000000e-04	7.963984e-02
1.470000000000001e+00	5.000000e-04	7.964775e-02
1.480000000000001e+00	5.000000e-04	7.965565e-02
1.490000000000001e+00	5.000000e-04	7.966357e-02
1.500000000000000e+00	5.000000e-04	7.967147e-02
Step Information: I1=600µ  (Run: 6/10)
0.000000000000000e+00	6.000000e-04	-5.795445e-04
1.000000000000000e-02	6.000000e-04	2.096309e-04
2.000000000000000e-02	6.000000e-04	1.307221e-03
3.000000000000000e-02	6.000000e-04	2.802671e-03
4.000000000000000e-02	6.000000e-04	4.789098e-03
5.000000000000000e-02	6.000000e-04	7.350255e-03
6.000000000000000e-02	6.000000e-04	1.054520e-02
7.000000000000001e-02	6.000000e-04	1.439544e-02
8.000000000000000e-02	6.000000e-04	1.887888e-02
9.000000000000000e-02	6.000000e-04	2.393198e-02
9.999999999999999e-02	6.000000e-04	2.945760e-02
1.100000000000000e-01	6.000000e-04	3.533497e-02
1.200000000000000e-01	6.000000e-04	4.142872e-02
1.300000000000000e-01	6.000000e-04	4.759575e-02
1.400000000000000e-01	6.000000e-04	5.369038e-02
1.500000000000000e-01	6.000000e-04	5.956886e-02
1.600000000000000e-01	6.000000e-04	6.509470e-02
1.700000000000000e-01	6.000000e-04	7.014597e-02
1.800000000000000e-01	6.000000e-04	7.462478e-02
1.900000000000000e-01	6.000000e-04	7.846759e-02
2.000000000000000e-01	6.000000e-04	8.165321e-02
2.100000000000000e-01	6.000000e-04	8.420467e-02
2.200000000000001e-01	6.000000e-04	8.618259e-02
2.300000000000001e-01	6.000000e-04	8.767185e-02
2.400000000000001e-01	6.000000e-04	8.876614e-02
2.500000000000001e-01	6.000000e-04	8.955486e-02
2.600000000000001e-01	6.000000e-04	9.011535e-02
2.700000000000001e-01	6.000000e-04	9.050991e-02
2.800000000000001e-01	6.000000e-04	9.078618e-02
2.900000000000001e-01	6.000000e-04	9.097936e-02
3.000000000000001e-01	6.000000e-04	9.111476e-02
3.100000000000001e-01	6.000000e-04	9.121027e-02
3.200000000000001e-01	6.000000e-04	9.127837e-02
3.300000000000001e-01	6.000000e-04	9.132771e-02
3.400000000000001e-01	6.000000e-04	9.136424e-02
3.500000000000001e-01	6.000000e-04	9.139203e-02
3.600000000000002e-01	6.000000e-04	9.141387e-02
3.700000000000002e-01	6.000000e-04	9.143166e-02
3.800000000000002e-01	6.000000e-04	9.144669e-02
3.900000000000002e-01	6.000000e-04	9.145986e-02
4.000000000000002e-01	6.000000e-04	9.147174e-02
4.100000000000002e-01	6.000000e-04	9.148276e-02
4.200000000000002e-01	6.000000e-04	9.149319e-02
4.300000000000002e-01	6.000000e-04	9.150322e-02
4.400000000000002e-01	6.000000e-04	9.151298e-02
4.500000000000002e-01	6.000000e-04	9.152255e-02
4.600000000000002e-01	6.000000e-04	9.153201e-02
4.700000000000003e-01	6.000000e-04	9.154136e-02
4.800000000000003e-01	6.000000e-04	9.155067e-02
4.900000000000003e-01	6.000000e-04	9.155994e-02
5.000000000000002e-01	6.000000e-04	9.156918e-02
5.100000000000002e-01	6.000000e-04	9.157840e-02
5.200000000000002e-01	6.000000e-04	9.158761e-02
5.300000000000002e-01	6.000000e-04	9.159681e-02
5.400000000000003e-01	6.000000e-04	9.160601e-02
5.500000000000003e-01	6.000000e-04	9.161519e-02
5.600000000000003e-01	6.000000e-04	9.162438e-02
5.700000000000003e-01	6.000000e-04	9.163357e-02
5.800000000000003e-01	6.000000e-04	9.164275e-02
5.900000000000003e-01	6.000000e-04	9.165194e-02
6.000000000000003e-01	6.000000e-04	9.166112e-02
6.100000000000003e-01	6.000000e-04	9.167030e-02
6.200000000000003e-01	6.000000e-04	9.167949e-02
6.300000000000003e-01	6.000000e-04	9.168867e-02
6.400000000000003e-01	6.000000e-04	9.169786e-02
6.500000000000004e-01	6.000000e-04	9.170704e-02
6.600000000000004e-01	6.000000e-04	9.171622e-02
6.700000000000004e-01	6.000000e-04	9.172540e-02
6.800000000000004e-01	6.000000e-04	9.173458e-02
6.900000000000004e-01	6.000000e-04	9.174377e-02
7.000000000000004e-01	6.000000e-04	9.175295e-02
7.100000000000004e-01	6.000000e-04	9.176213e-02
7.200000000000004e-01	6.000000e-04	9.177131e-02
7.300000000000004e-01	6.000000e-04	9.178050e-02
7.400000000000004e-01	6.000000e-04	9.178968e-02
7.500000000000004e-01	6.000000e-04	9.179886e-02
7.600000000000005e-01	6.000000e-04	9.180804e-02
7.700000000000005e-01	6.000000e-04	9.181723e-02
7.800000000000005e-01	6.000000e-04	9.182641e-02
7.900000000000005e-01	6.000000e-04	9.183560e-02
8.000000000000005e-01	6.000000e-04	9.184477e-02
8.100000000000005e-01	6.000000e-04	9.185396e-02
8.200000000000005e-01	6.000000e-04	9.186314e-02
8.300000000000005e-01	6.000000e-04	9.187232e-02
8.400000000000005e-01	6.000000e-04	9.188151e-02
8.500000000000005e-01	6.000000e-04	9.189069e-02
8.600000000000005e-01	6.000000e-04	9.189987e-02
8.700000000000006e-01	6.000000e-04	9.190905e-02
8.800000000000006e-01	6.000000e-04	9.191824e-02
8.900000000000006e-01	6.000000e-04	9.192742e-02
9.000000000000006e-01	6.000000e-04	9.193660e-02
9.100000000000006e-01	6.000000e-04	9.194578e-02
9.200000000000006e-01	6.000000e-04	9.195497e-02
9.300000000000006e-01	6.000000e-04	9.196415e-02
9.400000000000006e-01	6.000000e-04	9.197333e-02
9.500000000000006e-01	6.000000e-04	9.198251e-02
9.600000000000006e-01	6.000000e-04	9.199169e-02
9.700000000000006e-01	6.000000e-04	9.200088e-02
9.800000000000006e-01	6.000000e-04	9.201006e-02
9.900000000000007e-01	6.000000e-04	9.201925e-02
1.000000000000001e+00	6.000000e-04	9.202842e-02
1.010000000000001e+00	6.000000e-04	9.203761e-02
1.020000000000001e+00	6.000000e-04	9.204679e-02
1.030000000000001e+00	6.000000e-04	9.205598e-02
1.040000000000001e+00	6.000000e-04	9.206516e-02
1.050000000000001e+00	6.000000e-04	9.207434e-02
1.060000000000001e+00	6.000000e-04	9.208352e-02
1.070000000000001e+00	6.000000e-04	9.209271e-02
1.080000000000001e+00	6.000000e-04	9.210189e-02
1.090000000000001e+00	6.000000e-04	9.211107e-02
1.100000000000001e+00	6.000000e-04	9.212025e-02
1.110000000000001e+00	6.000000e-04	9.212943e-02
1.120000000000001e+00	6.000000e-04	9.213862e-02
1.130000000000001e+00	6.000000e-04	9.214780e-02
1.140000000000001e+00	6.000000e-04	9.215698e-02
1.150000000000001e+00	6.000000e-04	9.216616e-02
1.160000000000001e+00	6.000000e-04	9.217535e-02
1.170000000000001e+00	6.000000e-04	9.218453e-02
1.180000000000001e+00	6.000000e-04	9.219372e-02
1.190000000000001e+00	6.000000e-04	9.220289e-02
1.200000000000001e+00	6.000000e-04	9.221208e-02
1.210000000000001e+00	6.000000e-04	9.222126e-02
1.220000000000001e+00	6.000000e-04	9.223044e-02
1.230000000000001e+00	6.000000e-04	9.223963e-02
1.240000000000001e+00	6.000000e-04	9.224880e-02
1.250000000000001e+00	6.000000e-04	9.225799e-02
1.260000000000001e+00	6.000000e-04	9.226717e-02
1.270000000000001e+00	6.000000e-04	9.227636e-02
1.280000000000001e+00	6.000000e-04	9.228554e-02
1.290000000000001e+00	6.000000e-04	9.229472e-02
1.300000000000001e+00	6.000000e-04	9.230390e-02
1.310000000000001e+00	6.000000e-04	9.231309e-02
1.320000000000001e+00	6.000000e-04	9.232227e-02
1.330000000000001e+00	6.000000e-04	9.233145e-02
1.340000000000001e+00	6.000000e-04	9.234063e-02
1.350000000000001e+00	6.000000e-04	9.234981e-02
1.360000000000001e+00	6.000000e-04	9.235900e-02
1.370000000000001e+00	6.000000e-04	9.236818e-02
1.380000000000001e+00	6.000000e-04	9.237736e-02
1.390000000000001e+00	6.000000e-04	9.238654e-02
1.400000000000001e+00	6.000000e-04	9.239573e-02
1.410000000000001e+00	6.000000e-04	9.240491e-02
1.420000000000001e+00	6.000000e-04	9.241410e-02
1.430000000000001e+00	6.000000e-04	9.242328e-02
1.440000000000001e+00	6.000000e-04	9.243246e-02
1.450000000000001e+00	6.000000e-04	9.244164e-02
1.460000000000001e+00	6.000000e-04	9.245083e-02
1.470000000000001e+00	6.000000e-04	9.246001e-02
1.480000000000001e+00	6.000000e-04	9.246919e-02
1.490000000000001e+00	6.000000e-04	9.247837e-02
1.500000000000000e+00	6.000000e-04	9.248755e-02
Step Information: I1=700µ  (Run: 7/10)
0.000000000000000e+00	7.000000e-04	-6.739759e-04
1.000000000000000e-02	7.000000e-04	2.392911e-04
2.000000000000000e-02	7.000000e-04	1.502033e-03
3.000000000000000e-02	7.000000e-04	3.210023e-03
4.000000000000000e-02	7.000000e-04	5.459479e-03
5.000000000000000e-02	7.000000e-04	8.332691e-03
6.000000000000000e-02	7.000000e-04	1.188277e-02
7.000000000000001e-02	7.000000e-04	1.612261e-02
8.000000000000000e-02	7.000000e-04	2.102166e-02
9.000000000000000e-02	7.000000e-04	2.651041e-02
9.999999999999999e-02	7.000000e-04	3.248958e-02
1.100000000000000e-01	7.000000e-04	3.883997e-02
1.200000000000000e-01	7.000000e-04	4.543061e-02
1.300000000000000e-01	7.000000e-04	5.212445e-02
1.400000000000000e-01	7.000000e-04	5.878198e-02
1.500000000000000e-01	7.000000e-04	6.526395e-02
1.600000000000000e-01	7.000000e-04	7.143466e-02
1.700000000000000e-01	7.000000e-04	7.716687e-02
1.800000000000000e-01	7.000000e-04	8.234933e-02
1.900000000000000e-01	7.000000e-04	8.689661e-02
2.000000000000000e-01	7.000000e-04	9.075937e-02
2.100000000000000e-01	7.000000e-04	9.393156e-02
2.200000000000001e-01	7.000000e-04	9.645049e-02
2.300000000000001e-01	7.000000e-04	9.838855e-02
2.400000000000001e-01	7.000000e-04	9.983876e-02
2.500000000000001e-01	7.000000e-04	1.008992e-01
2.600000000000001e-01	7.000000e-04	1.016609e-01
2.700000000000001e-01	7.000000e-04	1.022010e-01
2.800000000000001e-01	7.000000e-04	1.025809e-01
2.900000000000001e-01	7.000000e-04	1.028470e-01
3.000000000000001e-01	7.000000e-04	1.030333e-01
3.100000000000001e-01	7.000000e-04	1.031643e-01
3.200000000000001e-01	7.000000e-04	1.032571e-01
3.300000000000001e-01	7.000000e-04	1.033238e-01
3.400000000000001e-01	7.000000e-04	1.033725e-01
3.500000000000001e-01	7.000000e-04	1.034090e-01
3.600000000000002e-01	7.000000e-04	1.034371e-01
3.700000000000002e-01	7.000000e-04	1.034596e-01
3.800000000000002e-01	7.000000e-04	1.034782e-01
3.900000000000002e-01	7.000000e-04	1.034942e-01
4.000000000000002e-01	7.000000e-04	1.035084e-01
4.100000000000002e-01	7.000000e-04	1.035213e-01
4.200000000000002e-01	7.000000e-04	1.035335e-01
4.300000000000002e-01	7.000000e-04	1.035451e-01
4.400000000000002e-01	7.000000e-04	1.035563e-01
4.500000000000002e-01	7.000000e-04	1.035672e-01
4.600000000000002e-01	7.000000e-04	1.035780e-01
4.700000000000003e-01	7.000000e-04	1.035886e-01
4.800000000000003e-01	7.000000e-04	1.035992e-01
4.900000000000003e-01	7.000000e-04	1.036097e-01
5.000000000000002e-01	7.000000e-04	1.036202e-01
5.100000000000002e-01	7.000000e-04	1.036306e-01
5.200000000000002e-01	7.000000e-04	1.036410e-01
5.300000000000002e-01	7.000000e-04	1.036514e-01
5.400000000000003e-01	7.000000e-04	1.036619e-01
5.500000000000003e-01	7.000000e-04	1.036723e-01
5.600000000000003e-01	7.000000e-04	1.036827e-01
5.700000000000003e-01	7.000000e-04	1.036931e-01
5.800000000000003e-01	7.000000e-04	1.037035e-01
5.900000000000003e-01	7.000000e-04	1.037138e-01
6.000000000000003e-01	7.000000e-04	1.037242e-01
6.100000000000003e-01	7.000000e-04	1.037346e-01
6.200000000000003e-01	7.000000e-04	1.037450e-01
6.300000000000003e-01	7.000000e-04	1.037554e-01
6.400000000000003e-01	7.000000e-04	1.037658e-01
6.500000000000004e-01	7.000000e-04	1.037762e-01
6.600000000000004e-01	7.000000e-04	1.037866e-01
6.700000000000004e-01	7.000000e-04	1.037970e-01
6.800000000000004e-01	7.000000e-04	1.038074e-01
6.900000000000004e-01	7.000000e-04	1.038178e-01
7.000000000000004e-01	7.000000e-04	1.038282e-01
7.100000000000004e-01	7.000000e-04	1.038385e-01
7.200000000000004e-01	7.000000e-04	1.038489e-01
7.300000000000004e-01	7.000000e-04	1.038593e-01
7.400000000000004e-01	7.000000e-04	1.038697e-01
7.500000000000004e-01	7.000000e-04	1.038801e-01
7.600000000000005e-01	7.000000e-04	1.038905e-01
7.700000000000005e-01	7.000000e-04	1.039009e-01
7.800000000000005e-01	7.000000e-04	1.039113e-01
7.900000000000005e-01	7.000000e-04	1.039217e-01
8.000000000000005e-01	7.000000e-04	1.039321e-01
8.100000000000005e-01	7.000000e-04	1.039425e-01
8.200000000000005e-01	7.000000e-04	1.039529e-01
8.300000000000005e-01	7.000000e-04	1.039632e-01
8.400000000000005e-01	7.000000e-04	1.039736e-01
8.500000000000005e-01	7.000000e-04	1.039840e-01
8.600000000000005e-01	7.000000e-04	1.039944e-01
8.700000000000006e-01	7.000000e-04	1.040048e-01
8.800000000000006e-01	7.000000e-04	1.040152e-01
8.900000000000006e-01	7.000000e-04	1.040256e-01
9.000000000000006e-01	7.000000e-04	1.040360e-01
9.100000000000006e-01	7.000000e-04	1.040464e-01
9.200000000000006e-01	7.000000e-04	1.040568e-01
9.300000000000006e-01	7.000000e-04	1.040672e-01
9.400000000000006e-01	7.000000e-04	1.040775e-01
9.500000000000006e-01	7.000000e-04	1.040879e-01
9.600000000000006e-01	7.000000e-04	1.040983e-01
9.700000000000006e-01	7.000000e-04	1.041087e-01
9.800000000000006e-01	7.000000e-04	1.041191e-01
9.900000000000007e-01	7.000000e-04	1.041295e-01
1.000000000000001e+00	7.000000e-04	1.041399e-01
1.010000000000001e+00	7.000000e-04	1.041503e-01
1.020000000000001e+00	7.000000e-04	1.041607e-01
1.030000000000001e+00	7.000000e-04	1.041711e-01
1.040000000000001e+00	7.000000e-04	1.041815e-01
1.050000000000001e+00	7.000000e-04	1.041919e-01
1.060000000000001e+00	7.000000e-04	1.042022e-01
1.070000000000001e+00	7.000000e-04	1.042126e-01
1.080000000000001e+00	7.000000e-04	1.042230e-01
1.090000000000001e+00	7.000000e-04	1.042334e-01
1.100000000000001e+00	7.000000e-04	1.042438e-01
1.110000000000001e+00	7.000000e-04	1.042542e-01
1.120000000000001e+00	7.000000e-04	1.042646e-01
1.130000000000001e+00	7.000000e-04	1.042750e-01
